assignment_id,code_version,n_reference,n_select,is_ranked,response_time_s
304,rocks-0-random-0,8,2,1,12.189
304,rocks-0-random-0,8,2,1,16.869
304,rocks-0-random-0,8,2,1,11.368
304,rocks-0-random-0,8,2,1,14.288
304,rocks-0-random-0,8,2,1,14.64
304,rocks-0-random-0,8,2,1,34.649
304,rocks-0-random-0,8,2,1,11.664
304,rocks-0-random-0,8,2,1,15.788
304,rocks-0-random-0,8,2,1,10.208
304,rocks-0-random-0,8,2,1,27.256
305,rocks-0-random-0,8,2,1,34.303
305,rocks-0-random-0,8,2,1,10.719
305,rocks-0-random-0,8,2,1,10.89
305,rocks-0-random-0,8,2,1,10.462
305,rocks-0-random-0,8,2,1,10.534
305,rocks-0-random-0,8,2,1,11.403
305,rocks-0-random-0,8,2,1,10.232
305,rocks-0-random-0,8,2,1,10.189
305,rocks-0-random-0,8,2,1,11.501
